"Police Force Area
 code","Police Force Area
 name","Community Safety
 Partnership code","Community Safety
 Partnership name","Local Authority
 code","Local Authority
 name","Total recorded crime
 (excluding fraud)","Violence against
 the person",Homicide,"Death or serious
 injury caused by
 illegal driving",Violence with injury,Violence without injury,Stalking and harassment,Sexual offences,Robbery,Theft offences,Burglary,Residential burglary,Non-residential burglary,Vehicle offences,Theft from the person,Bicycle theft,Shoplifting,All other theft offences,Criminal damage and arson,Drug offences,Possession of weapons offences,Public order offences,Miscellaneous crimes against society
E23000019,Nottinghamshire,E22000366,South Nottinghamshire,Combined Local Authorities,,"17,945 ","6,085 ",2 ,2 ,"1,771 ","2,137 ","2,173 ",679 ,149 ,"6,504 ","1,048 ",787 ,261 ,"1,465 ",91 ,288 ,"1,907 ","1,705 ","1,915 ",434 ,173 ,"1,468 ",538 
E23000019,Nottinghamshire,,Unassigned Nottinghamshire,,,"1,829 ",646 ,1 ,1 ,202 ,187 ,255 ,122 ,14 ,624 ,96 ,37 ,59 ,119 ,15 ,23 ,210 ,161 ,166 ,69 ,22 ,118 ,48 
W15000003,South Wales,,,,,"104,646 ","40,306 ",13 ,17 ,"12,345 ","12,564 ","15,367 ","3,849 ",475 ,"28,235 ","4,168 ","2,729 ","1,439 ","6,116 ",869 ,"1,649 ","7,651 ","7,782 ","11,294 ","3,431 ",648 ,"14,431 ","1,977 "
W15000003,South Wales,W14000013,Bridgend,W06000013,Bridgend,"8,907 ","3,950 ",2 ,0 ,"1,307 ","1,149 ","1,492 ",404 ,21 ,"1,676 ",289 ,196 ,93 ,288 ,36 ,38 ,499 ,526 ,915 ,323 ,47 ,"1,287 ",284 
W15000003,South Wales,W14000015,Cardiff,W06000015,Cardiff,"37,015 ","11,731 ",3 ,1 ,"3,635 ","4,110 ","3,982 ","1,225 ",248 ,"13,327 ","1,873 ","1,122 ",751 ,"3,276 ",479 ,"1,249 ","3,394 ","3,056 ","3,787 ","1,315 ",279 ,"4,551 ",552 
W15000003,South Wales,W14000023,Cwm Taf,Combined Local Authorities,,"22,429 ","9,678 ",4 ,3 ,"2,792 ","2,859 ","4,020 ",810 ,63 ,"4,663 ",698 ,509 ,189 ,801 ,101 ,61 ,"1,482 ","1,520 ","2,409 ",713 ,122 ,"3,522 ",449 
W15000003,South Wales,W14000012,Neath Port Talbot,W06000012,Neath Port Talbot,"9,490 ","4,301 ",2 ,8 ,"1,324 ","1,218 ","1,749 ",390 ,22 ,"1,902 ",397 ,272 ,125 ,349 ,35 ,51 ,422 ,648 ,"1,015 ",225 ,42 ,"1,406 ",187 
W15000003,South Wales,W14000011,Swansea,W06000011,Swansea,"17,825 ","6,983 ",1 ,3 ,"2,257 ","2,097 ","2,625 ",655 ,79 ,"4,520 ",575 ,407 ,168 ,987 ,167 ,178 ,"1,245 ","1,368 ","2,041 ",650 ,101 ,"2,454 ",342 
W15000003,South Wales,,Unassigned South Wales,,,"1,263 ",551 ,0 ,0 ,116 ,232 ,203 ,77 ,15 ,302 ,32 ,8 ,24 ,94 ,17 ,18 ,57 ,84 ,111 ,53 ,14 ,114 ,26 
W15000003,South Wales,W14000014,Vale of Glamorgan,W06000014,Vale of Glamorgan ,"7,717 ","3,112 ",1 ,2 ,914 ,899 ,"1,296 ",288 ,27 ,"1,845 ",304 ,215 ,89 ,321 ,34 ,54 ,552 ,580 ,"1,016 ",152 ,43 ,"1,097 ",137 
E23000011,South Yorkshire,,,,,"154,173 ","56,993 ",22 ,22 ,"16,111 ","20,867 ","19,971 ","4,492 ","1,818 ","45,493 ","11,311 ","8,446 ","2,865 ","12,054 ","1,158 ","1,062 ","8,596 ","11,312 ","17,983 ","3,923 ","1,724 ","16,868 ","4,879 "
E23000011,South Yorkshire,E22000259,Barnsley,E08000016,Barnsley,"26,393 ","10,438 ",3 ,5 ,"2,868 ","3,648 ","3,914 ",719 ,251 ,"6,738 ","1,746 ","1,305 ",441 ,"1,816 ",100 ,82 ,"1,168 ","1,826 ","3,467 ",647 ,287 ,"2,887 ",959 
E23000011,South Yorkshire,E22000260,Doncaster,E08000017,Doncaster,"40,924 ","15,138 ",4 ,2 ,"4,310 ","5,771 ","5,051 ","1,071 ",457 ,"12,608 ","3,083 ","2,361 ",722 ,"3,300 ",273 ,326 ,"2,555 ","3,071 ","4,743 ",905 ,424 ,"4,070 ","1,508 "
E23000011,South Yorkshire,E22000261,Rotherham,E08000018,Rotherham,"26,166 ","10,175 ",6 ,7 ,"2,653 ","3,641 ","3,868 ",808 ,276 ,"6,909 ","1,787 ","1,223 ",564 ,"1,811 ",108 ,99 ,"1,111 ","1,993 ","3,184 ",571 ,265 ,"3,141 ",837 
E23000011,South Yorkshire,E22000262,Sheffield,E08000019,Sheffield,"59,296 ","20,781 ",9 ,8 ,"6,087 ","7,622 ","7,055 ","1,558 ",794 ,"19,020 ","4,665 ","3,544 ","1,121 ","5,074 ",654 ,552 ,"3,746 ","4,329 ","6,500 ","1,719 ",725 ,"6,657 ","1,542 "
E23000011,South Yorkshire,,Unassigned South Yorkshire,,,"1,394 ",461 ,0 ,0 ,193 ,185 ,83 ,336 ,40 ,218 ,30 ,13 ,17 ,53 ,23 ,3 ,16 ,93 ,89 ,81 ,23 ,113 ,33 
E23000015,Staffordshire,,,,,"78,865 ","35,940 ",12 ,2 ,"10,051 ","11,350 ","14,525 ","3,386 ",845 ,"21,420 ","3,832 ","2,616 ","1,216 ","4,623 ",485 ,856 ,"4,927 ","6,697 ","8,549 ","1,130 ",556 ,"5,826 ","1,213 "
E23000015,Staffordshire,E22000263,Cannock Chase,E07000192,Cannock Chase,"6,402 ","2,895 ",1 ,0 ,806 ,803 ,"1,285 ",261 ,62 ,"1,895 ",239 ,154 ,85 ,445 ,36 ,28 ,628 ,519 ,638 ,92 ,26 ,454 ,79 
E23000015,Staffordshire,E22000264,East Staffordshire,E07000193,East Staffordshire,"7,326 ","3,635 ",5 ,0 ,974 ,"1,099 ","1,557 ",303 ,76 ,"1,757 ",319 ,200 ,119 ,356 ,47 ,88 ,343 ,604 ,650 ,193 ,45 ,537 ,130 
E23000015,Staffordshire,E22000265,Lichfield,E07000194,Lichfield,"5,037 ","2,144 ",2 ,0 ,558 ,745 ,839 ,233 ,38 ,"1,686 ",316 ,220 ,96 ,550 ,32 ,27 ,286 ,475 ,448 ,42 ,36 ,325 ,85 
E23000015,Staffordshire,E22000266,Newcastle-under-Lyme,E07000195,Newcastle-under-Lyme,"8,230 ","3,936 ",1 ,0 ,"1,115 ","1,138 ","1,682 ",363 ,79 ,"2,013 ",372 ,268 ,104 ,387 ,56 ,105 ,425 ,668 ,947 ,104 ,57 ,617 ,114 
E23000015,Staffordshire,E22000267,South Staffordshire,E07000196,South Staffordshire,"5,167 ","2,061 ",1 ,1 ,501 ,610 ,948 ,214 ,34 ,"1,831 ",369 ,247 ,122 ,694 ,5 ,23 ,191 ,549 ,527 ,54 ,27 ,279 ,140 
E23000015,Staffordshire,E22000268,Stafford,E07000197,Stafford,"7,438 ","3,376 ",2 ,1 ,"1,022 ",912 ,"1,439 ",362 ,61 ,"2,070 ",379 ,277 ,102 ,311 ,48 ,133 ,531 ,668 ,798 ,71 ,39 ,548 ,113 
E23000015,Staffordshire,E22000269,Staffordshire Moorlands,E07000198,Staffordshire Moorlands,"4,825 ","2,586 ",0 ,0 ,745 ,740 ,"1,101 ",213 ,16 ,893 ,155 ,106 ,49 ,168 ,21 ,11 ,141 ,397 ,558 ,58 ,20 ,415 ,66 
E23000015,Staffordshire,E22000270,Stoke-on-Trent,E06000021,Stoke-on-Trent,"27,589 ","12,318 ",0 ,0 ,"3,460 ","4,317 ","4,541 ","1,123 ",363 ,"7,196 ","1,437 ",996 ,441 ,"1,210 ",170 ,364 ,"1,808 ","2,207 ","3,405 ",399 ,254 ,"2,147 ",384 
E23000015,Staffordshire,E22000271,Tamworth,E07000199,Tamworth,"5,024 ","2,250 ",0 ,0 ,645 ,758 ,847 ,198 ,86 ,"1,487 ",196 ,130 ,66 ,407 ,46 ,49 ,348 ,441 ,461 ,70 ,39 ,360 ,73 
E23000015,Staffordshire [note 5],,Unassigned Staffordshire,,,"1,827 ",739 ,0 ,0 ,225 ,228 ,286 ,116 ,30 ,592 ,50 ,18 ,32 ,95 ,24 ,28 ,226 ,169 ,117 ,47 ,13 ,144 ,29 
E23000025,Suffolk,,,,,"51,916 ","22,276 ",5 ,5 ,"5,951 ","9,806 ","6,509 ","2,749 ",279 ,"11,979 ","2,124 ","1,412 ",712 ,"2,132 ",410 ,600 ,"2,818 ","3,895 ","5,488 ","1,728 ",539 ,"5,714 ","1,164 "
E23000025,Suffolk,combined,East Suffolk,E07000244,East Suffolk,"16,162 ","6,784 ",1 ,0 ,"1,755 ","2,821 ","2,207 ",983 ,60 ,"3,732 ",803 ,520 ,283 ,514 ,88 ,249 ,603 ,"1,475 ","1,957 ",461 ,125 ,"1,723 ",337 
E23000025,Suffolk,E22000273,Ipswich,E07000202,Ipswich,"14,591 ","6,192 ",1 ,2 ,"1,670 ","2,860 ","1,659 ",673 ,132 ,"3,592 ",456 ,351 ,105 ,542 ,160 ,212 ,"1,256 ",966 ,"1,325 ",589 ,169 ,"1,650 ",269 
E23000025,Suffolk,,Unassigned Suffolk,,,552 ,282 ,0 ,1 ,40 ,82 ,159 ,39 ,1 ,106 ,22 ,10 ,12 ,26 ,5 ,4 ,14 ,35 ,43 ,19 ,13 ,30 ,19 
E23000025,Suffolk,E22000373,Western Suffolk,Combined Local Authorities,,"20,611 ","9,018 ",3 ,2 ,"2,486 ","4,043 ","2,484 ","1,054 ",86 ,"4,549 ",843 ,531 ,312 ,"1,050 ",157 ,135 ,945 ,"1,419 ","2,163 ",659 ,232 ,"2,311 ",539 
E23000031,Surrey,,,,,"72,348 ","26,924 ",5 ,9 ,"7,307 ","11,884 ","7,719 ","2,700 ",405 ,"21,203 ","3,678 ","2,825 ",853 ,"5,684 ",622 ,"1,107 ","3,486 ","6,626 ","7,653 ","2,338 ",583 ,"9,156 ","1,386 "
E23000031,Surrey,E22000279,Elmbridge,E07000207,Elmbridge,"7,760 ","2,816 ",0 ,1 ,705 ,"1,228 ",882 ,282 ,43 ,"2,405 ",506 ,404 ,102 ,588 ,62 ,189 ,319 ,741 ,815 ,223 ,64 ,971 ,141 
E23000031,Surrey,E22000280,Epsom and Ewell,E07000208,Epsom and Ewell,"5,022 ","1,894 ",0 ,0 ,583 ,871 ,440 ,171 ,41 ,"1,530 ",307 ,229 ,78 ,457 ,67 ,102 ,174 ,423 ,518 ,143 ,34 ,613 ,78 
E23000031,Surrey,E22000281,Guildford,E07000209,Guildford,"9,548 ","3,548 ",3 ,0 ,"1,021 ","1,606 ",918 ,427 ,50 ,"2,627 ",351 ,233 ,118 ,493 ,102 ,177 ,672 ,832 ,961 ,329 ,76 ,"1,303 ",227 
E23000031,Surrey,E22000282,Mole Valley,E07000210,Mole Valley,"4,351 ","1,639 ",0 ,1 ,432 ,688 ,518 ,143 ,24 ,"1,180 ",212 ,160 ,52 ,255 ,30 ,26 ,230 ,427 ,469 ,158 ,29 ,620 ,89 
E23000031,Surrey,E22000283,Reigate and Banstead,E07000211,Reigate and Banstead,"8,758 ","3,593 ",0 ,1 ,934 ,"1,642 ","1,016 ",344 ,41 ,"2,302 ",338 ,263 ,75 ,677 ,76 ,74 ,430 ,707 ,877 ,273 ,70 ,"1,076 ",182 
E23000031,Surrey,E22000284,Runnymede,E07000212,Runnymede,"6,792 ","2,468 ",1 ,2 ,640 ,"1,117 ",708 ,226 ,37 ,"1,946 ",320 ,259 ,61 ,574 ,44 ,117 ,223 ,668 ,765 ,360 ,63 ,825 ,102 
E23000031,Surrey,E22000285,Spelthorne,E07000213,Spelthorne,"7,831 ","2,826 ",0 ,0 ,762 ,"1,280 ",784 ,273 ,57 ,"2,290 ",379 ,295 ,84 ,780 ,83 ,144 ,276 ,628 ,805 ,305 ,76 ,"1,033 ",166 
E23000031,Surrey,E22000286,Surrey Heath,E07000214,Surrey Heath,"4,877 ","1,839 ",1 ,0 ,517 ,778 ,543 ,163 ,13 ,"1,495 ",198 ,137 ,61 ,369 ,50 ,36 ,353 ,489 ,488 ,152 ,36 ,580 ,111 
E23000031,Surrey,E22000287,Tandridge,E07000215,Tandridge,"5,068 ","1,672 ",0 ,0 ,438 ,691 ,543 ,160 ,31 ,"1,676 ",339 ,260 ,79 ,695 ,20 ,12 ,161 ,449 ,743 ,102 ,40 ,559 ,85 
E23000031,Surrey,,Unassigned Surrey,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
E23000031,Surrey,E22000288,Waverley,E07000216,Waverley,"5,687 ","2,006 ",0 ,3 ,516 ,839 ,648 ,238 ,22 ,"1,900 ",454 ,360 ,94 ,410 ,30 ,27 ,358 ,621 ,607 ,122 ,49 ,652 ,91 
E23000031,Surrey,E22000289,Woking,E07000217,Woking,"6,654 ","2,623 ",0 ,1 ,759 ,"1,144 ",719 ,273 ,46 ,"1,852 ",274 ,225 ,49 ,386 ,58 ,203 ,290 ,641 ,605 ,171 ,46 ,924 ,114 
E23000033,Sussex,,,,,"123,366 ","46,901 ",3 ,33 ,"14,245 ","18,474 ","14,146 ","5,338 ",955 ,"33,680 ","4,281 ","2,526 ","1,755 ","6,231 ","1,035 ","2,128 ","8,906 ","11,099 ","13,641 ","3,555 ","1,603 ","14,907 ","2,786 "
E23000033,Sussex,E22000290,Adur,E07000223,Adur,"4,275 ","1,504 ",0 ,0 ,454 ,603 ,447 ,152 ,24 ,"1,370 ",126 ,75 ,51 ,188 ,19 ,55 ,677 ,305 ,582 ,90 ,42 ,413 ,98 
E23000033,Sussex,E22000291,Arun,E07000224,Arun,"10,818 ","4,136 ",0 ,3 ,"1,284 ","1,642 ","1,207 ",396 ,89 ,"3,150 ",443 ,260 ,183 ,739 ,72 ,131 ,889 ,876 ,"1,255 ",258 ,114 ,"1,224 ",196 
E23000033,Sussex,E22000292,Brighton and Hove,E06000043,Brighton and Hove,"28,461 ","10,061 ",1 ,2 ,"3,073 ","4,214 ","2,771 ","1,378 ",350 ,"8,501 ",915 ,588 ,327 ,"1,300 ",398 ,993 ,"1,907 ","2,988 ","2,652 ","1,009 ",347 ,"3,582 ",581 
E23000033,Sussex,E22000293,Chichester,E07000225,Chichester,"8,160 ","2,736 ",0 ,1 ,817 ,"1,095 ",823 ,285 ,45 ,"2,806 ",496 ,296 ,200 ,758 ,47 ,206 ,608 ,691 ,862 ,170 ,77 ,987 ,192 
E23000033,Sussex,E22000294,Crawley,E07000226,Crawley,"11,948 ","4,610 ",0 ,2 ,"1,439 ","1,914 ","1,255 ",425 ,107 ,"3,317 ",280 ,182 ,98 ,566 ,114 ,198 ,989 ,"1,170 ",978 ,404 ,390 ,"1,443 ",274 
E23000033,Sussex,E22000295,Eastbourne,E07000061,Eastbourne,"9,136 ","3,989 ",0 ,0 ,"1,322 ","1,555 ","1,112 ",407 ,69 ,"1,979 ",257 ,142 ,115 ,288 ,84 ,68 ,545 ,737 ,979 ,304 ,114 ,"1,149 ",146 
E23000033,Sussex,E22000296,Hastings,E07000062,Hastings,"9,574 ","3,927 ",0 ,0 ,"1,207 ","1,511 ","1,209 ",402 ,72 ,"2,088 ",216 ,146 ,70 ,435 ,49 ,57 ,533 ,798 ,"1,267 ",284 ,123 ,"1,205 ",206 
E23000033,Sussex,E22000297,Horsham,E07000227,Horsham,"7,070 ","2,636 ",0 ,6 ,776 ,982 ,872 ,306 ,34 ,"1,893 ",302 ,159 ,143 ,356 ,61 ,85 ,513 ,576 ,964 ,139 ,54 ,886 ,158 
E23000033,Sussex,E22000298,Lewes,E07000063,Lewes,"5,571 ","2,290 ",0 ,3 ,675 ,806 ,806 ,242 ,27 ,"1,125 ",178 ,98 ,80 ,200 ,32 ,34 ,268 ,413 ,740 ,114 ,45 ,702 ,286 
E23000033,Sussex,E22000299,Mid Sussex,E07000228,Mid Sussex,"6,524 ","2,507 ",0 ,6 ,746 ,959 ,796 ,292 ,22 ,"1,793 ",295 ,167 ,128 ,408 ,46 ,19 ,271 ,754 ,744 ,158 ,51 ,805 ,152 
E23000033,Sussex,E22000300,Rother,E07000064,Rother,"5,430 ","2,236 ",2 ,3 ,629 ,779 ,823 ,247 ,19 ,"1,226 ",193 ,113 ,80 ,314 ,25 ,50 ,192 ,452 ,756 ,121 ,49 ,669 ,107 
E23000033,Sussex,,Unassigned Sussex,,,"1,283 ",543 ,0 ,0 ,117 ,166 ,260 ,208 ,11 ,195 ,6 ,2 ,4 ,44 ,11 ,9 ,19 ,106 ,50 ,76 ,15 ,88 ,97 
E23000033,Sussex,E22000301,Wealden,E07000065,Wealden,"6,191 ","2,515 ",0 ,7 ,743 ,867 ,898 ,286 ,19 ,"1,573 ",282 ,160 ,122 ,320 ,32 ,16 ,326 ,597 ,798 ,124 ,71 ,678 ,127 
E23000033,Sussex,E22000302,Worthing,E07000229,Worthing,"8,925 ","3,211 ",0 ,0 ,963 ,"1,381 ",867 ,312 ,67 ,"2,664 ",292 ,138 ,154 ,315 ,45 ,207 ,"1,169 ",636 ,"1,014 ",304 ,111 ,"1,076 ",166 
E23000029,Thames Valley,,,,,"177,132 ","65,396 ",21 ,22 ,"17,821 ","26,480 ","21,052 ","6,576 ",966 ,"52,621 ","6,996 ","4,757 ","2,239 ","13,317 ","2,838 ","4,218 ","10,026 ","15,226 ","16,455 ","5,832 ","1,229 ","25,105 ","2,952 "
E23000029,Thames Valley,E22000304,Bracknell Forest,E06000036,Bracknell Forest,"7,068 ","2,750 ",0 ,0 ,763 ,"1,073 ",914 ,307 ,20 ,"1,900 ",235 ,158 ,77 ,415 ,105 ,108 ,463 ,574 ,764 ,164 ,52 ,958 ,153 
E23000029,Thames Valley,Combined,Buckinghamshire,E06000060,Buckinghamshire,"32,665 ","11,913 ",3 ,8 ,"3,196 ","4,705 ","4,001 ","1,161 ",165 ,"9,886 ","1,331 ",919 ,412 ,"3,007 ",465 ,260 ,"1,635 ","3,188 ","3,101 ","1,011 ",209 ,"4,602 ",617 
E23000029,Thames Valley,E22000305,Cherwell,E07000177,Cherwell,"12,361 ","4,557 ",1 ,1 ,"1,227 ","1,794 ","1,534 ",502 ,46 ,"3,672 ",433 ,291 ,142 ,560 ,153 ,106 ,"1,295 ","1,125 ","1,063 ",405 ,78 ,"1,792 ",246 
E23000029,Thames Valley,E22000307,Milton Keynes,E06000042,Milton Keynes,"26,835 ","10,609 ",5 ,3 ,"2,821 ","4,243 ","3,537 ",964 ,192 ,"7,462 ",769 ,494 ,275 ,"2,229 ",361 ,607 ,"1,538 ","1,958 ","2,436 ",874 ,198 ,"3,681 ",419 
E23000029,Thames Valley,E22000308,Oxford,E07000178,Oxford,"16,124 ","5,279 ",2 ,4 ,"1,598 ","2,306 ","1,369 ",595 ,86 ,"5,573 ",688 ,462 ,226 ,954 ,431 ,"1,177 ","1,020 ","1,303 ","1,224 ",605 ,126 ,"2,431 ",205 
E23000029,Thames Valley,E22000309,Reading,E06000038,Reading,"18,483 ","6,609 ",5 ,0 ,"1,950 ","2,801 ","1,853 ",655 ,152 ,"5,862 ",778 ,549 ,229 ,"1,156 ",385 ,711 ,"1,181 ","1,651 ","1,637 ",597 ,128 ,"2,578 ",265 
E23000029,Thames Valley,E22000310,Slough,E06000039,Slough,"16,535 ","6,347 ",3 ,2 ,"1,674 ","2,794 ","1,874 ",467 ,145 ,"4,861 ",629 ,459 ,170 ,"1,739 ",279 ,353 ,597 ,"1,264 ","1,495 ",453 ,120 ,"2,402 ",245 
E23000029,Thames Valley,E22000312,South Oxfordshire,E07000179,South Oxfordshire,"6,805 ","2,486 ",0 ,0 ,692 ,968 ,826 ,278 ,23 ,"2,109 ",340 ,217 ,123 ,609 ,104 ,74 ,264 ,718 ,647 ,210 ,40 ,895 ,117 
E23000029,Thames Valley,,Unassigned Thames Valley,,,769 ,316 ,0 ,0 ,66 ,85 ,165 ,90 ,3 ,172 ,21 ,12 ,9 ,58 ,15 ,4 ,13 ,61 ,36 ,47 ,4 ,64 ,37 
E23000029,Thames Valley,E22000313,Vale of White Horse,E07000180,Vale of White Horse,"6,908 ","2,702 ",1 ,1 ,707 ,"1,058 ",935 ,276 ,22 ,"1,552 ",326 ,202 ,124 ,361 ,79 ,90 ,258 ,438 ,814 ,306 ,60 ,"1,060 ",116 
E23000029,Thames Valley,E22000314,West Berkshire,E06000037,West Berkshire,"9,310 ","3,307 ",1 ,0 ,858 ,"1,235 ","1,213 ",356 ,30 ,"2,571 ",353 ,232 ,121 ,521 ,90 ,112 ,614 ,881 ,"1,049 ",343 ,52 ,"1,445 ",157 
E23000029,Thames Valley,E22000315,West Oxfordshire,E07000181,West Oxfordshire,"5,597 ","2,173 ",0 ,0 ,560 ,817 ,796 ,285 ,12 ,"1,544 ",262 ,166 ,96 ,295 ,70 ,95 ,237 ,585 ,544 ,151 ,28 ,749 ,111 
E23000029,Thames Valley,E22000316,Windsor and Maidenhead,E06000040,Windsor and Maidenhead,"10,119 ","3,565 ",0 ,0 ,961 ,"1,473 ","1,131 ",386 ,36 ,"3,099 ",453 ,339 ,114 ,859 ,190 ,353 ,439 ,805 ,881 ,428 ,92 ,"1,495 ",137 
E23000029,Thames Valley,E22000317,Wokingham,E06000041,Wokingham,"7,553 ","2,783 ",0 ,3 ,748 ,"1,128 ",904 ,254 ,34 ,"2,358 ",378 ,257 ,121 ,554 ,111 ,168 ,472 ,675 ,764 ,238 ,42 ,953 ,127 
E23000017,Warwickshire,,,,,"40,992 ","16,380 ",6 ,10 ,"4,660 ","6,584 ","5,120 ","1,615 ",381 ,"12,533 ","2,100 ","1,462 ",638 ,"3,903 ",225 ,413 ,"2,194 ","3,698 ","4,007 ",943 ,534 ,"3,671 ",928 
E23000017,Warwickshire,E22000319,North Warwickshire,E07000218,North Warwickshire,"4,440 ","1,645 ",1 ,0 ,515 ,630 ,499 ,132 ,25 ,"1,379 ",287 ,179 ,108 ,540 ,10 ,14 ,146 ,382 ,519 ,75 ,66 ,439 ,160 
E23000017,Warwickshire,E22000320,Nuneaton and Bedworth,E07000219,Nuneaton and Bedworth,"11,384 ","4,856 ",4 ,3 ,"1,416 ","1,989 ","1,444 ",512 ,131 ,"2,856 ",437 ,328 ,109 ,821 ,54 ,86 ,605 ,853 ,"1,270 ",281 ,157 ,"1,098 ",223 
E23000017,Warwickshire,E22000321,Rugby,E07000220,Rugby,"7,658 ","3,093 ",1 ,2 ,860 ,"1,285 ",945 ,337 ,83 ,"2,157 ",302 ,195 ,107 ,667 ,36 ,84 ,355 ,713 ,732 ,224 ,105 ,724 ,203 
E23000017,Warwickshire,E22000359,South Warwickshire,Combined Local Authorities,,"17,148 ","6,573 ",0 ,5 ,"1,845 ","2,642 ","2,081 ",613 ,140 ,"6,081 ","1,063 ",752 ,311 ,"1,855 ",124 ,228 ,"1,087 ","1,724 ","1,471 ",354 ,203 ,"1,388 ",325 
E23000017,Warwickshire,,Unassigned Warwickshire,,,362 ,213 ,0 ,0 ,24 ,38 ,151 ,21 ,2 ,60 ,11 ,8 ,3 ,20 ,1 ,1 ,1 ,26 ,15 ,9 ,3 ,22 ,17 
E23000016,West Mercia,,,,,"91,211 ","39,524 ",20 ,28 ,"11,482 ","14,072 ","13,922 ","4,057 ",588 ,"24,672 ","4,861 ","3,444 ","1,417 ","4,820 ",467 ,621 ,"6,471 ","7,432 ","8,905 ","2,044 ",911 ,"8,888 ","1,622 "
E23000016,West Mercia,E22000326,"Herefordshire, County of",E06000019,"Herefordshire, County of","12,307 ","5,742 ",2 ,1 ,"1,705 ","2,211 ","1,823 ",643 ,36 ,"2,748 ",621 ,422 ,199 ,381 ,48 ,132 ,591 ,975 ,"1,204 ",328 ,109 ,"1,260 ",237 
E23000016,West Mercia,E22000368,North Worcestershire,Combined Local Authorities,,"20,506 ","8,588 ",7 ,6 ,"2,514 ","3,087 ","2,974 ",877 ,157 ,"5,676 ","1,062 ",786 ,276 ,"1,251 ",102 ,116 ,"1,474 ","1,671 ","1,979 ",463 ,232 ,"2,142 ",392 
E23000016,West Mercia,E22000360,Shropshire,E06000051,Shropshire,"18,003 ","7,889 ",3 ,9 ,"2,277 ","2,761 ","2,839 ",819 ,87 ,"4,889 ","1,108 ",743 ,365 ,847 ,80 ,102 ,"1,127 ","1,625 ","1,878 ",396 ,156 ,"1,586 ",303 
E23000016,West Mercia,E22000332,South Worcester,Combined Local Authorities,,"22,569 ","9,126 ",1 ,11 ,"2,709 ","3,122 ","3,283 ",964 ,150 ,"6,816 ","1,399 ",997 ,402 ,"1,396 ",158 ,188 ,"1,729 ","1,946 ","2,245 ",500 ,210 ,"2,202 ",356 
E23000016,West Mercia,E22000333,Telford and Wrekin,E06000020,Telford and Wrekin,"17,301 ","7,896 ",6 ,1 ,"2,242 ","2,818 ","2,829 ",705 ,157 ,"4,472 ",664 ,492 ,172 ,928 ,75 ,82 ,"1,537 ","1,186 ","1,569 ",346 ,201 ,"1,655 ",300 
E23000016,West Mercia,,Unassigned West Mercia,,,525 ,283 ,1 ,0 ,35 ,73 ,174 ,49 ,1 ,71 ,7 ,4 ,3 ,17 ,4 ,1 ,13 ,29 ,30 ,11 ,3 ,43 ,34 
E23000014,West Midlands,,,,,"368,851 ","161,528 ",40 ,27 ,"40,682 ","62,267 ","58,512 ","11,281 ","8,225 ","101,390 ","20,933 ","15,596 ","5,337 ","34,563 ","4,082 ","2,510 ","15,616 ","23,686 ","29,918 ","7,683 ","6,805 ","35,484 ","6,537 "
E23000014,West Midlands,E22000335,Birmingham,E08000025,Birmingham,"160,876 ","70,890 ",24 ,10 ,"18,353 ","28,025 ","24,478 ","5,342 ","4,388 ","42,964 ","9,652 ","7,511 ","2,141 ","13,448 ","2,388 ","1,098 ","5,717 ","10,661 ","12,353 ","3,506 ","3,285 ","15,591 ","2,557 "
E23000014,West Midlands,E22000336,Coventry,E08000026,Coventry,"41,347 ","17,653 ",4 ,6 ,"4,323 ","7,059 ","6,261 ","1,289 ",809 ,"11,675 ","2,011 ","1,553 ",458 ,"3,891 ",513 ,521 ,"1,861 ","2,878 ","3,539 ","1,166 ",740 ,"3,757 ",719 
E23000014,West Midlands,E22000337,Dudley,E08000027,Dudley,"31,193 ","14,003 ",4 ,0 ,"3,565 ","5,018 ","5,416 ",848 ,544 ,"8,128 ","1,823 ","1,337 ",486 ,"3,076 ",183 ,67 ,"1,390 ","1,589 ","2,932 ",471 ,472 ,"3,149 ",646 
E23000014,West Midlands,E22000338,Sandwell,E08000028,Sandwell,"39,682 ","17,913 ",0 ,4 ,"4,335 ","6,747 ","6,827 ","1,025 ",838 ,"10,260 ","1,995 ","1,474 ",521 ,"3,901 ",316 ,167 ,"1,525 ","2,356 ","3,250 ",932 ,720 ,"3,943 ",801 
E23000014,West Midlands,E22000339,Solihull,E08000029,Solihull,"19,975 ","8,075 ",1 ,2 ,"1,950 ","2,923 ","3,199 ",549 ,345 ,"6,624 ","1,244 ","1,024 ",220 ,"2,389 ",140 ,169 ,"1,257 ","1,425 ","1,452 ",374 ,335 ,"1,848 ",373 
E23000014,West Midlands,,Unassigned West Midlands,,,"6,168 ","2,415 ",0 ,0 ,536 ,892 ,987 ,207 ,101 ,"2,279 ",309 ,174 ,135 ,629 ,63 ,75 ,673 ,530 ,431 ,69 ,87 ,483 ,96 
E23000014,West Midlands,E22000340,Walsall,E08000030,Walsall,"33,773 ","14,162 ",0 ,3 ,"3,600 ","5,082 ","5,477 ",946 ,547 ,"9,977 ","1,863 ","1,256 ",607 ,"3,931 ",235 ,146 ,"1,570 ","2,232 ","3,053 ",529 ,562 ,"3,287 ",710 
